bussiness_name,advice1,advice2,zipcode,city,id,page,1_star,2_star,3_star,4_star,5_star,stars
Buck's Pizza,Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
So I knew I wanted some thin crust pizza and was flipping through my Bucky Book.
 Everything about this pizza was perfect.
 I hate giving low reviews but this pizza just didnt 
These sentences will affect the decrease of business stars:
 I called and the nice gal said 15-20 minutes.
So I knew I wanted some thin crust pizza and was flipping through my Bucky Book.
 I provided her my coupon and walked out the door with a pizza that had 5 toppings on one side and 2 on the other.
",53716.0,Madison,1447,49,2,4,3,5,9,4.0
Culver's,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
 The staff was friendly and the restaurant  was clean.
 At the De Forest Culver's, the staff is friendly, the managers are awesome and the food is way better than the stuff from ordinary fast food chains.
As for this location, it's clean and well kept and the 
These sentences will affect the decrease of business stars:
Food was good, order taking process was really bizarre.
 I got the cranberry bleu salad and it was 
The butter burgers hit the spot (though mine was heavy on the red onions; 
",53597.0,Waunakee,1448,49,2,0,4,8,10,4.0
Cilantro,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
  They put the lovely Don Julio tequila in w/ triple sec and whatever other over-sweet mix thing they had going on, and 
  What blew the evening were the poor, sad, $12 ""top 
 I must not know what tortillos are because mine was basically tortilla chips softened in a sauce.
These sentences will affect the decrease of business stars:
  Instead, we were asked, on the spot, to choose which 
  They put the lovely Don Julio tequila in w/ triple sec and whatever other over-sweet mix thing they had 
  What blew the evening were the poor, sad, $12 ""top shelf"" 
",53717.0,Madison,1449,49,8,15,9,9,3,2.5
Firehouse Subs Mineral Point,Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 Making sure everyone was happy and helping his 
 Making sure everyone was happy and 
 The staff strikes the perfect balance between a grab-n-go joint and a sit-down place.
These sentences will affect the decrease of business stars:
 We were told Twice I will be right with you (that is totally unacceptable) We also had to 
I'm came I at 2:30 on a Sunday it took more than 5 min to 
 I'll stick with jimmy johns or 
",53717.0,Madison,1450,49,1,7,3,10,15,4.0
Cactus Ranch,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
I don't care what it's called, I do care that it's 
 Had cactus eggs benedict which was really good.
These sentences will affect the decrease of business stars:
 I guess the service is friendly but god help you if you 
 I guess the service is friendly but 
 I guess the service is friendly but god help you if you show up when its 
",53705.0,Madison,1451,49,1,2,0,5,1,3.5
La Bamba,Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
Food didn't look fresh and was pretty 
My boyfriend and his brother seem to 
My boyfriend and his brother seem to love this place; They get the 
These sentences will affect the decrease of business stars:
 Oh and I just tried the chips and salsa today and I love it!
I freakin love the taco meat and fresh ingredients here!
  I order the combo: two tacos and one 
",53719.0,Madison,1452,49,3,2,1,1,0,3.5
Casa Bianca,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
Casa B's has the best pizza in Madison, bar none.
Seriously the best pizza this native New Yorker has had since moving to The Land of Beer and Cheese 9 
Seriously the best pizza this native New Yorker has had since moving to The Land of Beer and Cheese 9 years 
These sentences will affect the decrease of business stars:
This is about as close to good New York style thin 
This is about as close to good New York style thin crust pizza as you will find in Madison, served up by crusty italian, greek and oirish New York 
This is about as close to good New York style thin crust pizza as you will find in Madison, served up by crusty italian, greek and o
",53717.0,Madison,1453,49,0,0,0,2,2,4.5
Angkor Wat,Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
 Very tasty food, good service and a very clean and friendly place.
 Only downside is no Alcohol sales.
 Duck Clay Pot: mine did not look as yummy as other 
These sentences will affect the decrease of business stars:
 Very tasty food, good service and a very clean and friendly place.
 I arrived about 35 minutes later and 
 Almost would give a 5 star but they just 
",53715.0,Madison,1454,49,1,3,6,2,1,3.0
Crandalls Carryout & Catering,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 I highly recommend the cheese empanadas, solterito (fava bean and corn salad), and the chaufa de quinoa (like fried rice but with quinoa)!
They do still have their famous 
Crandalls has moved to state street, and is now serving authentic Peruvian food!
These sentences will affect the decrease of business stars:
 It takes a few minutes for the 
 It's worth it though and I'll be 
 Big thick pieces of flaky fish with a dense, probably corn 
",53562.0,Middleton,1455,49,0,1,1,0,2,4.0
India House,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
This place has a great selection of things you won't find in a regular grocery store, and the staff were very 
This place has a great selection of things you won't find in a regular grocery store, and the 
This place has a great selection of things you won't 
These sentences will affect the decrease of business stars:
 So if you shop at the India House 
I'm pretty sure that that's not 
Just went here yesterday to buy some paneer and just noticed today, while opening the package, the expiration  date for both of them was July 22 
",53719.0,Madison,1456,49,0,1,0,1,4,4.5
The Froth House,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
 There's back garden seating, but it's a bit rocky and dusty with no real shade so on a sunny 
I was just so impressed with the personalized service I received the first time I went to Froth's.
 I will definitely be back to try the food, especially after reading the review about the burrito.
These sentences will affect the decrease of business stars:
 Their popular sandwich, the Ben Franklin, was a standard 
 I love it and will definitely travel from Milwaukee again to vi
 I will definitely be back to try the food, especially after reading the review about the burrito.
",53726.0,Madison,1457,49,1,5,3,5,11,4.0
Sushi Express,Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
  The spider roll is my all-time 
  I'd also recommend the roll-combos as opposed to the specialty rolls, which are slightly less good.
  Although I've tried almost every roll there is to offer under this combo, I'd have to say my favorites are the spicy California, shrimp tempura, sweet potato tempura, and the Alaska roll.
These sentences will affect the decrease of business stars:
)  I wouldn't go as far to say that their sushi is gourmet or as good as, say, Red, but this place manages to offer bargain sushi that is still solid and won't give you food poisoning.
As always, Sushi Express is exactly what it claims to be-affordable sushi that is still delicious!
 You'd think they would try to impress you on the opening day, but I was left 
",53715.0,Madison,1458,49,5,10,8,39,21,4.0
Papa Murphy's,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 Every component of the pizza is 
The staff there is already friendly , fast 
  The staff is always friendly and professional, always has our pizza ready in 5 to 7 minutes, and the pizzas are outstanding!
These sentences will affect the decrease of business stars:
Papa murphies is hands down my 
  The staff is always friendly and professional, always has our pizza ready in 5 to 7 minutes, and the pizzas are outstanding!
",53711.0,Madison,1459,49,0,1,0,1,3,2.5
Hy-Vee Market Grille,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
I always make it a point to stop at Hy-Vee for some beers to br
 Sounds strange to dine at a grocery store but the food is outstand
 They have a full bar, a fantastic 
These sentences will affect the decrease of business stars:
 This last visit, I discovered many old beers sitting on the shelves, so I p
 My only problem with my experience was the waitstaff they seemed 
 My only problem with my experience was the 
",53714.0,Madison,1460,49,2,0,5,0,3,3.0
Umami Ramen & Dumpling Bar,It is nice to provide street parking. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 I wasn't too impressed the first time, so I gave it another shot.
 The green tea brulee was a pleasant surprise.
 I was impressed with the vegan, vegetarian, and regular options.
These sentences will affect the decrease of business stars:
Don't let the grandma's house 
 Great food all around and it has a sushi bar!
I have been looking for a place with ramen noodles and was so happy to stumble upon this place.
",53703.0,Madison,1461,49,19,37,79,134,98,3.5
Great China,Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 Less greasy than Chang Jiang, but not as 
  Nothing phenominal but always hits the spot and I know what to 
 Tons of food enough for two meals  the chicken was minimal as was the cashews the sauce was non existent guys throw some fresh ginger and garlic in your sauce maybe add some 3crabs fish sauce in the end food was ok sauce no 
These sentences will affect the decrease of business stars:
 Less greasy than Chang Jiang, but not as 
 Pretty run of the mill, average 
 Tons of food enough for two meals  the chicken was minimal as was the cashews the sauce was non existent guys throw some fresh ginger and garlic in your sauce maybe add some 3crabs fish sauce in the end food was ok sauce no 
",53704.0,Madison,1462,49,6,8,1,8,3,2.5
AJ's Pizzeria & Diner,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
This place is the same as Falbos (which I also give  ) and I really 
This place is the same as Falbos (which I also give  ) and I 
This place is the same as Falbos (which I also give  ) and I really love the 
These sentences will affect the decrease of business stars:
Why does this place claim to be open 7 days a week and then you call at 7:30 on a Sunday night and you can't even get somebody to answer the ph
Why does this place claim to be open 7 days a week and then you 
 We got a deep dish special with 
",53593.0,Verona,1463,49,6,2,2,9,10,3.5
Magic Wok,It is nice to provide street parking. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 After having it several times I can highly recommend the crispy pan fried noodle with 
PIPING hot when I get it home, though my drive isn't too 
 I eat here often and get good food 
These sentences will affect the decrease of business stars:
 not so cripsy, yes, we have your 
PIPING hot when I get it home, though my 
 They're efficient, speedy (never more than 10 
",53704.0,Madison,1464,49,3,9,11,14,40,4.0
Dodo's Cafe,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
I am always looking for place to satisfy my bubble 
I am always looking for place to satisfy my bubble tea craving, and was pleasantly surprised to find this 
  Most places I've been to have the tea pre-mixed, so I was a little in
These sentences will affect the decrease of business stars:
 The owners were kind enough to allow us to mix two fruits that weren't part of the combos they offered (we mixed strawberry and 
 Your better off going across town to Jade Moun
 Your better off going across town to Jade Mountain or even 
",53719.0,Madison,1465,49,0,1,0,2,2,4.0
Silver Mine Subs,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
  It definately hits the spot on a cold 
  The sandwiches they have are nothing special but they have a good selection and their delivery is usually pretty 
M"" and I try not to write about places that I frequent often for fear of anyone tampering with my food but hey~ I like these guys and glad they have the Belt
These sentences will affect the decrease of business stars:
 I have tried different ones: Cripple Creek (friend introduced me to them years ago), Frontier (tried yesterday based on employee rec durign Customer Appreciation Day), Mother Lode (didn't get Frontier when emp rec during Customer Appreciation Day but got this instead), Dodge City (bought several times) but thE GEORGETOWN is my 5 star go to.
 You're much, much better off ordering Jimmy John's or Milios if you're 
Basically the meat is obscenely greasy, the cheese is fatty and flavorless, the bread is always wet as if it were dipped in water or something (I 
",53703.0,Madison,1466,49,3,2,3,4,2,2.5
Craig's Cake Shop,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
Craig's is the best cake shop in all of Dane County for sure!
 I thought some of their fruit flavored cakes were quite sweet, but if you like that sort of thing and/or are looking for something unexpected it would be perfect.
The first time I had Craig's Cake Shop cake was at a friend's going-away party - at first I thought the hostess had made it because it had such a nice homemade look to it (in a good way, like you could tell it was not from just any old bakery, and it was decorated with great care).
These sentences will affect the decrease of business stars:
 I was even more impressed by how it tasted.
The first time I had Craig's Cake Shop cake was at a friend's going-away party - at first I thought the hostess had made it because it had such a nice homemade look to it (in a good way, like you could tell it was not from just any old bakery, and it was decorated with great care).
  I'd been working professionally in the pastry field for years (now career shifted), and I have to say that every single interaction I've had with him- whether through him directly or through his cakes- has been a very positive one.
",53593.0,Verona,1467,49,2,0,2,5,25,4.5
Tootsie's Tap,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
 Great experience, we will certainly be 
 High quality meat from the Lodi Meat Market!
 We both had the daily specials.
These sentences will affect the decrease of business stars:
Their beer selection was quite impressive for this small town bar; offerings included Surly Furious, Founders All Day IPA, and Central Waters porter.
The sole bartender was friendly and greeted all of the non-townies with hmm service, even teaching us to play the daily shake.
 Of course there's a full bar with about five 
",53529.0,Dane,1468,49,0,0,0,2,7,5.0
Draft House Bar & Restaurant,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
Bonus points for having a good dark beer 
  The bartender there was friendly and 
The atmosphere is fun,  the service is good, and the location is great.
These sentences will affect the decrease of business stars:
  We first went to the second floor bar, where there are a few s
The atmosphere is fun,  the service is good, and the location is great.
 The onions rings were standard bar onion rings, most likely not dipped and battered in-
",53593.0,Verona,1469,49,3,5,16,28,14,3.5
Arby's,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
 There were 2 guys that had already ordered waiting for their 
The new Arby's in Sun Prairie is very clean and the staff seems very friendly and fast!
 I assume this is a newer store 
These sentences will affect the decrease of business stars:
 There were 2 guys that had already 
 To echo the first two reviews on here the 
",53562.0,Middleton,1470,49,1,0,1,0,1,3.5
Porktropolis,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 Very good meat and they are cooked great but I can't taste any flavor from 
 For the person really loving dry 
 I got the pulled pork sandwich with Door County cherry sauce, 
These sentences will affect the decrease of business stars:
 Spicy corn was great, hard to eat but so 
  Overall, it's very clear that I won't be 
  The dining area is pretty crappy, but I would have cared less if the que was 
",53590.0,Sun Prairie,1471,50,10,11,6,25,27,3.5
Dairy Queen,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. The noise level in your bussiness is too loud and it decrease your bussiness review about 0.2-0.6 stars. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
If I have one complaint (and I guess I do), what's with the weird 
 It's usually during a dark period or when I'm leaving a meeting in Sun Prairie and I 
 It seems like most of Sun Prairie felt the same way, because when we got there we were the sixth car or so in line for the 
These sentences will affect the decrease of business stars:
As a recovering Blizzard addict, I must admit visiting 
As a recovering Blizzard addict, I must admit 
As a recovering Blizzard addict, I must admit visiting every Dairy Queen in the Madison area, and m
",53713.0,Fitchburg,1472,50,1,1,2,3,3,3.5
Capitol ChopHouse,It is nice to provide street parking. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
  Their shrimp cocktail and chop salad are 
  Typically, the service is really 
 Hubby got the NY Strip and LOVED it.
These sentences will affect the decrease of business stars:
  The food just did not match the 
  All in all, this place was a big miss for us and left a bit 
  It was completely unseasoned and looked 
",53703.0,Madison,1473,50,7,13,16,19,18,3.5
608 Restaurant and Bar,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 Normally I wouldn't write a review 
 We both got the 608* burger and a round of cheese curds.
Stopped by 608 for dinner, everything was delicious and service was great.
These sentences will affect the decrease of business stars:
 We sat down and ordered within 
  No offer was made to entice us to stay, and 
Stopped by 608 for dinner, everything was delicious and service was great.
",53703.0,Madison,1474,50,3,8,5,6,3,3.0
Humble,It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
They have a wide selection of sweet pastries and pies, and two daily special savory options.
Pro tip, the sweet pies are amazing,  but the savory pasties/quiche/etc are out of this WORLD.
 The pie selection is great, and their 
These sentences will affect the decrease of business stars:
I still really like their pies n
 Everything I've tried has been delicious and the service is always great.
 It's easy to spend a lot of money here.
",53703.0,Madison,1475,50,1,1,2,14,32,4.5
McDonald's,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
 fast forward a week later and I'm cleaning out my car and find the cup.
 So it's around 3:00pm and we drive through the drive through.
 The employees don't seem too happy here and I've had a few occasions in the 
These sentences will affect the decrease of business stars:
 When I went back to Ask to exchange for fresh fries, the 
 AND I had to wait 5 minutes to 
 I do have to say I called the store was told to come back and 
",53711.0,Madison,1476,50,12,0,1,0,0,2.0
M-N-M's Coffeehouse,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
 They also have fresh made breakfast and lunch options.
Good place to meet friends for a chat over 
Good place to meet friends for a chat over coffee, for 
These sentences will affect the decrease of business stars:
 Reminding myself now to go back often.
The service is consistently friendly and prompt and all the food and drink items I've tried have been great.
Even though we got there before close (15 min) we were denied 
",53597.0,Waunakee,1477,50,2,0,5,10,20,4.0
The Flying Hound Alehouse,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. ,"These sentences will affect the increase of business stars:
  Good assortment of beers on tap, and 
  Great assortment of food (some 
 They also have a very solid selection of liquors including some 
These sentences will affect the decrease of business stars:
  Can't beat the nachos and a beer o
A quality establishment along the lines of the Great Dane.
 I am obsessed with the onion gravy they serve with the poutine!
",53719.0,Madison,1478,50,12,17,28,42,36,3.5
Pots N Tots,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 The pulled chicken was fantastic - great texture and flavor.
On top of that, the owner was extremely friendly and funny.
The Pots N Tots food truck has been parking near our office building on Wednesdays (just off of N.
These sentences will affect the decrease of business stars:
 I love supporting small business and genuine people.
I had a chicken sandwich with BBQ sauce and the parmesan garlic tots.
 The tots were fried to a perfect crisp and he parmesan was piled high.
",53706.0,Madison,1479,50,0,2,1,0,7,4.0
Banzo Shük,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.,"These sentences will affect the increase of business stars:
 I think it has coriander and green chilis in it? Reminds me of my 
 I think it has coriander and green chilis in it? Reminds me of my mom's 
 I would recommend Banzo and Banzo Shuk to all the people who love middle eastern food.
These sentences will affect the decrease of business stars:
 We had heard great reviews from some of our colleagues in office who have tried their food and boy they were so right.
  Replace the falafel with Pinn-Oak Farm's lamb and you have something 
 The pita was super flavorful with perfectly seasoned beef, the baklava was rich, and the soup was 
",53703.0,Madison,1480,50,0,1,4,2,13,4.5
Chuck E. Cheese's,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 You gotta go in with the understanding of the kind of chaos that comes with a hundred plus 
About 6 games didn't give us our tickets, and a couple took our credits and didn't let us 
When I went, the young staff pretty 
These sentences will affect the decrease of business stars:
When I went, the young staff pretty cheerful and 
  In all of my 39 years, I have never experienced such poor service, nor have I seen such aweful 
 The only issue I had was that I left my tokens on a machine for all of 2 minutes and another adult grabbed them, lame.
",53719.0,Madison,1481,50,11,1,3,1,3,2.0
Eagle Crest Bar,Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. The noise level in your bussiness is too loud and it decrease your bussiness review about 0.2-0.6 stars. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.,"These sentences will affect the increase of business stars:
 This dinner and the sandwich option is a Wednesday 
 Since this is a bar, maybe the 
 It comes in a large mug with 2 
These sentences will affect the decrease of business stars:
 I could not finish the meal and never 
 The mushrooms are canned I would guess but who cares? I came for the meat which was an ample 
If you are craving a massive bar burger from a towny bar, this is the place to go.
",53704.0,Madison,1482,50,3,3,3,5,7,3.5
