Bussiness_name	advice	city	zipcode	stars
Tanner's Bar and Grill	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Middleton	53562	2.5
McDonald's	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53704	2
Fat Sandwich Company	It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53703	2.5
Angelo's	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	McFarland	53558	4.5
The Tin Fox	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53711	3.5
El Poblano Mexican Restaurant	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.	Madison	53714	4.5
Papa Murphy's	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Stoughton	53589	2.5
Countri Tavern + Grill	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Stoughton	53589	3.5
Bassett Street Brunch Club	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53703	4
Pancake Cafe	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Fitchburg	53719	3
McDonald's	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.	Middleton	53562	3
Adamah Neighborhood Table	It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.Your customer would like some alcohol in your bussiness.	Madison	53703	4
Sonic Drive-In	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.	Middleton	53562	2.5
LJ's Sports Tavern & Grill	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53703	3
Kushi Bar Muramoto	It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53703	4
Takara	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.	Madison	53711	3.5
Spring Garden Restaurant	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.	Waunakee	53597	2.5
Swagat Indian Restaurant	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53717	4
The Seafood Center	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.	Madison	53711	4.5
Jade Monkey Cocktail Lounge	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53716	4
Rossario's	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Monona	53716	2
KFC	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.	Waunakee	53597	1
Bonefish Grill	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.	Madison	53717	3.5
Scott's Pastry Shoppe	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Middleton	53562	3.5
Sunroom Cafe	It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53703	3.5
Memorial Union	It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53703	4.5
Perkins Restaurant & Bakery	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.	Madison	53713	3
Brocach	It is nice to provide street parking. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53703	3.5
Bubble Island	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53715	3.5
Dream Lanes	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53714	3
Monona Bakery and Eatery	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.	Madison	53716	4.5
Fosdal Home Bakery	It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.It is nice to provide alcohol and it does make your customer satisfied. 	Stoughton	53589	4.5
America Latina	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.	Madison	53717	4.5
Jovian Taphaus	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53718	2
Wingstop	It is nice to provide street parking. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.	Madison	53715	3
Laurel Tavern	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.	Madison	53711	3.5
Marys Coffee Express	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Mount Horeb	53572	4
Happy Wok	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.	Madison	53719	3.5
The Verona Woods	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. The noise level in your bussiness is too loud and it decrease your bussiness review about 0.2-0.6 stars. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Verona	53593	3.5
Joey's Seafood & Grill	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.	Madison	53705	3.5
The Haze	It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53703	3.5
Rocky Rococo Pan Style Pizza - Sun Prairie	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Sun Prairie	53590	2
Einstein Bros Bagels	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.	Madison	53705	3.5
Amy's Cafe	It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53703	4
Milio's Sandwiches	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.Your customer would like some alcohol in your bussiness.	Madison	53715	4
Pizza Hut	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Waunakee	53597	2
Erbert and Gerbert's	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.	Sun Prairie	53590	3
Cuco's Mexican Restaurant	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Verona	53593	3
Lakeside Street Coffee House	It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53715	4
Brat und Brau	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.	Madison	53704	3.5
Slide Food Cart	It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.	Madison	53703	4
P.F. Chang's	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Middleton	53562	2.5
Dayton Street Grille	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53703	4
Treads	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. The noise level in your bussiness is too loud and it decrease your bussiness review about 0.2-0.6 stars. Providing wheel chair accessible is really helpful.It is nice to provide alcohol and it does make your customer satisfied. 	Verona	53593	3
JB's Eat-A-Bite BBQ	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.	Madison	53713	4.5
Common Pasta	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.	Madison	53703	5
Naty's Fast Food	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.	Madison	53715	4.5
Casa de Lara	It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.	Madison	53703	3
Fraboni's Italian Specialties & Delicatessen	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.	Madison	53715	3.5
Happy Grill Mexican Restaurant	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53704	3
Yes Buffet	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.	Fitchburg	53713	2
Buck's Pizza	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.	Madison	53716	4
Culver's	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.	Waunakee	53597	4
Cilantro	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.	Madison	53717	2.5
Firehouse Subs Mineral Point	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.	Madison	53717	4
Cactus Ranch	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53705	3.5
La Bamba	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.	Madison	53719	3.5
Casa Bianca	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53717	4.5
Angkor Wat	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.	Madison	53715	3
Crandalls Carryout & Catering	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Middleton	53562	4
India House	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53719	4.5
The Froth House	It is nice to provide street parking. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.	Madison	53726	4
Sushi Express	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.	Madison	53715	4
Papa Murphy's	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Outdoor seating is another way to improve your stars for about 0.2 stars. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53711	2.5
Hy-Vee Market Grille	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.	Madison	53714	3
Umami Ramen & Dumpling Bar	It is nice to provide street parking. Your bussiness does good in dinner meal. Your custormers love to have meal outside. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is really helpful.It is nice to provide alcohol and it does make your customer satisfied. Please provide free wifi in your bussiness.	Madison	53703	3.5
Great China	Providing street parking can help you raise about 0.4 stars. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.	Madison	53704	2.5
AJ's Pizzeria & Diner	Providing street parking can help you raise about 0.4 stars. Improving dinner sevice can help you raise about 0.2 stars. Your custormers love to have meal outside. Your customer need place to park their bikes. It can help improve about 0.2 stars. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. Your customer would like some alcohol in your bussiness.Please provide free wifi in your bussiness.	Verona	53593	3.5
Magic Wok	It is nice to provide street parking. Your bussiness does good in dinner meal. Outdoor seating is another way to improve your stars for about 0.2 stars. Bike parking is a nice service. Your customers are satisfied with the noise level in your bussiness. Providing wheel chair accessible is a good option to increase your star for about 0.2 stars. It is nice to provide alcohol and it does make your customer satisfied. 	Madison	53704	4
